,time,type
28702,27849,retweet
28703,27850,retweet
28704,27850,retweet
28705,27850,retweet
28706,27851,reply
28707,27851,reply
28708,27852,retweet
28709,27855,retweet
28710,27856,retweet
28711,27857,reply
28712,27857,retweet
28713,27857,retweet
28714,27857,retweet
28715,27859,reply
28716,27862,retweet
28717,27862,retweet
28718,27863,retweet
28719,27863,reply
28720,27864,retweet
28721,27865,retweet
28722,27865,retweet
28723,27868,retweet
28724,27868,retweet
28725,27869,retweet
28726,27869,message
28727,27870,retweet
28728,27871,retweet
28729,27871,retweet
28730,27871,retweet
28731,27872,retweet
28732,27873,retweet
28733,27873,reply
28734,27874,retweet
28735,27876,retweet
28736,27878,retweet
28737,27879,retweet
28738,27879,retweet
28739,27879,retweet
28740,27879,retweet
28741,27879,retweet
28742,27881,retweet
28743,27882,retweet
28744,27884,retweet
28745,27885,reply
28746,27886,retweet
28747,27887,retweet
28748,27887,retweet
28749,27888,reply
28750,27890,retweet
28751,27891,message
28752,27894,reply
28753,27894,reply
28754,27895,retweet
28755,27895,reply
28756,27896,retweet
28757,27898,retweet
28758,27898,retweet
28759,27898,retweet
28760,27899,retweet
28761,27901,reply
28762,27902,retweet
28763,27902,retweet
28764,27902,reply
28765,27903,retweet
28766,27903,retweet
28767,27904,reply
28768,27904,reply
28769,27904,retweet
28770,27905,retweet
28771,27905,retweet
28772,27905,reply
28773,27905,message
28774,27905,reply
28775,27906,message
28776,27906,retweet
28777,27907,reply
28778,27907,reply
28779,27907,reply
28780,27908,reply
28781,27908,retweet
28782,27908,retweet
28783,27910,reply
28784,27910,retweet
28785,27911,retweet
28786,27912,reply
28787,27912,retweet
28788,27912,reply
28789,27913,retweet
28790,27914,reply
28791,27914,retweet
28792,27915,retweet
28793,27915,reply
28794,27915,retweet
28795,27916,reply
28796,27916,retweet
28797,27917,reply
28798,27917,retweet
28799,27917,retweet
28800,27917,retweet
28801,27919,retweet
28802,27919,retweet
28803,27923,retweet
28804,27923,retweet
28805,27924,retweet
28806,27926,reply
28807,27926,reply
28808,27929,retweet
28809,27929,retweet
28810,27929,retweet
28811,27929,retweet
28812,27930,retweet
28813,27931,retweet
28814,27931,retweet
28815,27932,retweet
28816,27935,reply
28817,27936,retweet
28818,27936,reply
28819,27937,reply
28820,27937,retweet
28821,27939,retweet
28822,27939,retweet
28823,27939,retweet
28824,27941,retweet
28825,27941,reply
28826,27942,reply
28827,27943,reply
28828,27944,reply
28829,27944,message
28830,27945,retweet
28831,27945,retweet
28832,27946,retweet
28833,27946,retweet
28834,27947,retweet
28835,27948,reply
28836,27948,reply
28837,27949,retweet
28838,27951,reply
28839,27952,reply
28840,27952,reply
28841,27953,retweet
28842,27955,reply
28843,27955,reply
28844,27956,reply
28845,27957,retweet
28846,27958,retweet
28847,27959,reply
28848,27963,reply
28849,27964,reply
28850,27965,retweet
28851,27965,retweet
28852,27965,reply
28853,27966,reply
28854,27966,reply
28855,27967,reply
28856,27969,reply
28857,27969,reply
28858,27972,message
28859,27973,reply
28860,27973,retweet
28861,27973,reply
28862,27974,retweet
28863,27975,retweet
28864,27975,reply
28865,27976,retweet
28866,27979,retweet
28867,27981,reply
28868,27982,reply
28869,27982,retweet
28870,27982,message
28871,27982,retweet
28872,27982,retweet
28873,27983,reply
28874,27983,reply
28875,27984,retweet
28876,27986,reply
28877,27986,retweet
28878,27986,message
28879,27987,retweet
28880,27987,reply
28881,27988,retweet
28882,27988,reply
28883,27989,reply
28884,27990,retweet
28885,27991,reply
28886,27992,reply
28887,27993,reply
28888,27993,retweet
28889,27993,retweet
28890,27993,reply
28891,27994,reply
28892,27995,reply
28893,27995,retweet
28894,27995,retweet
28895,27996,reply
28896,27997,retweet
28897,27998,retweet
28898,27999,retweet
28899,27999,reply
28900,28001,reply
28901,28002,retweet
28902,28004,reply
28903,28004,message
28904,28004,reply
28905,28005,retweet
28906,28006,retweet
28907,28007,retweet
28908,28007,reply
28909,28007,retweet
28910,28008,retweet
28911,28009,retweet
28912,28010,reply
28913,28012,retweet
28914,28014,reply
28915,28014,reply
28916,28015,retweet
28917,28016,retweet
28918,28020,retweet
28919,28020,retweet
28920,28021,reply
28921,28021,retweet
28922,28022,retweet
28923,28022,reply
28924,28023,retweet
28925,28023,retweet
28926,28023,retweet
28927,28024,reply
28928,28025,reply
28929,28026,retweet
28930,28026,retweet
28931,28026,retweet
28932,28026,retweet
28933,28026,retweet
28934,28027,retweet
28935,28027,retweet
28936,28027,retweet
28937,28027,retweet
28938,28027,retweet
28939,28027,retweet
28940,28027,retweet
28941,28027,retweet
28942,28027,retweet
28943,28027,retweet
28944,28028,retweet
28945,28028,retweet
28946,28028,retweet
28947,28028,retweet
28948,28028,retweet
28949,28028,retweet
28950,28028,retweet
28951,28028,retweet
28952,28028,retweet
28953,28028,retweet
28954,28028,retweet
28955,28028,retweet
28956,28028,retweet
28957,28029,retweet
28958,28029,retweet
28959,28029,retweet
28960,28029,retweet
28961,28029,retweet
28962,28029,retweet
28963,28029,retweet
28964,28029,retweet
28965,28030,retweet
28966,28030,retweet
28967,28030,retweet
28968,28030,retweet
28969,28030,retweet
28970,28030,retweet
28971,28030,retweet
28972,28030,retweet
28973,28030,retweet
28974,28030,retweet
28975,28030,reply
28976,28030,reply
28977,28030,retweet
28978,28030,retweet
28979,28031,reply
28980,28031,retweet
28981,28031,retweet
28982,28031,retweet
28983,28031,retweet
28984,28031,reply
28985,28031,retweet
28986,28031,reply
28987,28031,retweet
28988,28032,reply
28989,28032,reply
28990,28032,retweet
28991,28035,reply
28992,28036,reply
28993,28037,retweet
28994,28037,reply
28995,28037,reply
28996,28039,retweet
28997,28039,reply
28998,28039,reply
28999,28040,retweet
29000,28040,reply
29001,28040,reply
29002,28041,reply
29003,28043,reply
29004,28044,retweet
29005,28044,reply
29006,28044,reply
29007,28047,retweet
29008,28047,reply
29009,28049,reply
29010,28049,reply
29011,28049,retweet
29012,28049,reply
29013,28050,reply
29014,28050,reply
29015,28051,retweet
29016,28051,retweet
29017,28051,retweet
29018,28052,retweet
29019,28053,retweet
29020,28055,reply
29021,28058,reply
29022,28059,reply
29023,28059,retweet
29024,28060,retweet
29025,28061,retweet
29026,28062,reply
29027,28062,retweet
29028,28063,retweet
29029,28063,message
29030,28064,message
29031,28064,retweet
29032,28065,retweet
29033,28066,message
29034,28066,reply
29035,28067,retweet
29036,28067,retweet
29037,28068,retweet
29038,28069,reply
29039,28070,reply
29040,28070,retweet
29041,28070,reply
29042,28071,retweet
29043,28071,retweet
29044,28072,reply
29045,28072,retweet
29046,28073,reply
29047,28073,reply
29048,28075,retweet
29049,28075,retweet
29050,28077,reply
29051,28078,retweet
29052,28078,retweet
29053,28078,retweet
29054,28078,retweet
29055,28079,message
29056,28079,reply
29057,28082,reply
29058,28083,reply
29059,28083,retweet
29060,28085,retweet
29061,28087,retweet
29062,28089,reply
29063,28089,retweet
29064,28090,reply
29065,28091,retweet
29066,28093,reply
29067,28094,retweet
29068,28095,reply
29069,28096,retweet
29070,28097,retweet
29071,28098,retweet
29072,28098,retweet
29073,28099,retweet
29074,28099,reply
29075,28100,retweet
29076,28103,retweet
29077,28105,reply
29078,28106,retweet
29079,28106,reply
29080,28107,retweet
29081,28107,retweet
29082,28108,reply
29083,28108,retweet
29084,28109,retweet
29085,28109,reply
29086,28110,retweet
29087,28111,message
29088,28112,reply
29089,28113,retweet
29090,28114,reply
29091,28115,reply
29092,28115,reply
29093,28118,reply
29094,28121,reply
29095,28122,retweet
29096,28123,reply
29097,28123,retweet
29098,28125,retweet
29099,28125,retweet
29100,28126,retweet
29101,28126,reply
29102,28126,reply
29103,28127,reply
29104,28129,retweet
29105,28131,reply
29106,28131,reply
29107,28132,retweet
29108,28132,reply
29109,28132,reply
29110,28132,reply
29111,28132,reply
29112,28134,reply
29113,28134,retweet
29114,28136,retweet
29115,28136,retweet
29116,28137,reply
29117,28138,retweet
29118,28139,retweet
29119,28140,reply
29120,28141,retweet
29121,28141,reply
29122,28143,message
29123,28144,reply
29124,28144,reply
29125,28144,reply
29126,28144,reply
29127,28144,retweet
29128,28145,reply
29129,28145,reply
29130,28146,reply
29131,28146,reply
29132,28147,reply
29133,28148,retweet
29134,28148,message
29135,28149,retweet
29136,28149,retweet
29137,28150,message
29138,28151,reply
29139,28151,message
29140,28152,reply
29141,28153,retweet
29142,28153,reply
29143,28154,reply
29144,28154,retweet
29145,28155,retweet
29146,28156,reply
29147,28161,reply
29148,28161,reply
29149,28162,retweet
29150,28163,retweet
29151,28163,message
29152,28164,reply
29153,28165,reply
29154,28165,reply
29155,28166,reply
29156,28168,retweet
29157,28169,reply
29158,28170,retweet
29159,28171,retweet
29160,28172,retweet
29161,28173,reply
29162,28175,retweet
29163,28177,reply
29164,28178,retweet
29165,28179,reply
29166,28180,retweet
29167,28181,retweet
29168,28182,reply
29169,28184,reply
29170,28185,reply
29171,28186,retweet
29172,28186,reply
29173,28186,reply
29174,28186,message
29175,28186,reply
29176,28186,retweet
29177,28186,retweet
29178,28187,retweet
29179,28187,reply
29180,28188,reply
29181,28190,reply
29182,28190,message
29183,28191,reply
29184,28192,retweet
29185,28193,reply
29186,28194,retweet
29187,28194,reply
29188,28194,reply
29189,28195,reply
29190,28196,retweet
29191,28197,reply
29192,28197,retweet
29193,28198,retweet
29194,28198,retweet
29195,28198,reply
29196,28199,reply
29197,28199,retweet
29198,28202,retweet
29199,28202,retweet
29200,28203,reply
29201,28204,reply
29202,28205,retweet
29203,28206,retweet
29204,28206,reply
29205,28207,reply
29206,28207,retweet
29207,28208,retweet
29208,28209,retweet
29209,28209,reply
29210,28213,retweet
29211,28214,retweet
29212,28214,retweet
29213,28215,reply
29214,28216,reply
29215,28219,retweet
29216,28220,reply
29217,28221,reply
29218,28221,retweet
29219,28222,reply
29220,28222,retweet
29221,28222,retweet
29222,28228,retweet
29223,28229,retweet
29224,28229,retweet
29225,28231,retweet
29226,28232,reply
29227,28233,reply
29228,28234,retweet
29229,28235,reply
29230,28238,retweet
29231,28239,retweet
29232,28240,reply
29233,28241,reply
29234,28241,reply
29235,28243,reply
29236,28245,retweet
29237,28246,retweet
29238,28246,retweet
29239,28246,retweet
29240,28249,retweet
29241,28249,retweet
29242,28249,reply
29243,28250,reply
29244,28255,retweet
29245,28255,retweet
29246,28256,retweet
29247,28256,retweet
29248,28257,reply
29249,28258,retweet
29250,28258,reply
29251,28258,retweet
29252,28258,retweet
29253,28259,reply
29254,28260,reply
29255,28260,reply
29256,28261,message
29257,28261,retweet
29258,28262,message
29259,28263,message
29260,28264,retweet
29261,28265,reply
29262,28265,retweet
29263,28266,message
29264,28269,reply
29265,28269,retweet
29266,28270,retweet
29267,28270,retweet
29268,28271,retweet
29269,28271,retweet
29270,28272,retweet
29271,28273,reply
29272,28273,reply
29273,28274,retweet
29274,28275,retweet
29275,28277,reply
29276,28277,retweet
29277,28278,reply
29278,28278,retweet
29279,28278,reply
29280,28281,retweet
29281,28281,message
29282,28282,retweet
29283,28283,retweet
29284,28283,retweet
29285,28284,reply
29286,28284,reply
29287,28285,retweet
29288,28286,retweet
29289,28286,retweet
29290,28288,reply
29291,28288,retweet
29292,28289,retweet
29293,28289,retweet
29294,28289,retweet
29295,28291,reply
29296,28291,retweet
29297,28292,retweet
29298,28293,reply
29299,28293,retweet
29300,28293,retweet
29301,28293,reply
29302,28295,retweet
29303,28295,reply
29304,28295,reply
29305,28296,reply
29306,28296,retweet
29307,28298,reply
29308,28302,reply
29309,28303,reply
29310,28305,retweet
29311,28305,reply
29312,28308,reply
29313,28310,reply
29314,28311,retweet
29315,28311,retweet
29316,28312,retweet
29317,28312,reply
29318,28314,reply
29319,28315,retweet
29320,28318,reply
29321,28319,retweet
29322,28319,reply
29323,28320,retweet
29324,28322,retweet
29325,28323,message
29326,28325,reply
29327,28326,reply
29328,28326,reply
29329,28329,reply
29330,28329,retweet
29331,28330,reply
29332,28330,retweet
29333,28330,reply
29334,28331,message
29335,28331,reply
29336,28331,retweet
29337,28332,reply
29338,28332,reply
29339,28333,reply
29340,28334,reply
29341,28335,reply
29342,28335,reply
29343,28335,reply
29344,28336,retweet
29345,28336,retweet
29346,28336,reply
29347,28337,reply
29348,28339,retweet
29349,28343,retweet
29350,28344,retweet
29351,28344,retweet
29352,28344,retweet
29353,28344,reply
29354,28345,reply
29355,28346,reply
29356,28346,reply
29357,28346,message
29358,28347,retweet
29359,28349,retweet
29360,28349,retweet
29361,28352,message
29362,28357,reply
29363,28358,message
29364,28358,retweet
29365,28360,retweet
29366,28360,retweet
29367,28362,retweet
29368,28363,retweet
29369,28364,reply
29370,28364,retweet
29371,28365,retweet
29372,28368,retweet
29373,28369,retweet
29374,28370,message
29375,28370,retweet
29376,28370,reply
29377,28371,retweet
29378,28371,retweet
29379,28372,message
29380,28373,reply
29381,28375,retweet
29382,28375,retweet
29383,28376,reply
29384,28377,reply
29385,28379,retweet
29386,28379,message
29387,28380,retweet
29388,28381,retweet
29389,28381,reply
29390,28383,message
29391,28383,retweet
29392,28385,retweet
29393,28388,retweet
29394,28388,reply
29395,28389,reply
29396,28389,retweet
29397,28389,reply
29398,28389,retweet
29399,28389,retweet
29400,28390,retweet
29401,28391,reply
29402,28392,retweet
29403,28392,retweet
29404,28392,retweet
29405,28393,reply
29406,28395,reply
29407,28395,retweet
29408,28397,message
29409,28401,retweet
29410,28401,reply
29411,28401,retweet
29412,28402,retweet
29413,28404,retweet
29414,28405,retweet
29415,28405,reply
29416,28407,reply
29417,28407,retweet
29418,28410,retweet
29419,28410,retweet
29420,28411,retweet
29421,28412,reply
29422,28413,retweet
29423,28414,reply
29424,28416,retweet
29425,28416,retweet
29426,28417,retweet
29427,28417,reply
29428,28417,reply
29429,28419,reply
29430,28419,reply
29431,28419,retweet
29432,28420,retweet
29433,28421,reply
29434,28422,retweet
29435,28423,retweet
29436,28423,reply
29437,28423,reply
29438,28425,retweet
29439,28426,retweet
29440,28427,reply
29441,28428,retweet
29442,28428,retweet
29443,28430,retweet
29444,28432,retweet
29445,28432,retweet
29446,28432,retweet
29447,28436,message
29448,28436,reply
29449,28438,retweet
29450,28439,reply
29451,28439,retweet
29452,28440,retweet
29453,28440,retweet
29454,28440,reply
29455,28440,retweet
29456,28442,reply
29457,28442,reply
29458,28443,retweet
29459,28443,retweet
29460,28444,retweet
29461,28444,retweet
29462,28444,retweet
29463,28444,retweet
29464,28444,retweet
29465,28444,retweet
29466,28444,retweet
29467,28444,retweet
29468,28444,retweet
29469,28444,retweet
29470,28444,retweet
29471,28444,retweet
29472,28444,retweet
29473,28444,reply
29474,28444,retweet
29475,28444,retweet
29476,28444,retweet
29477,28444,retweet
29478,28444,retweet
29479,28445,retweet
29480,28445,retweet
29481,28445,retweet
29482,28445,retweet
29483,28445,retweet
29484,28445,retweet
29485,28445,retweet
29486,28445,retweet
29487,28445,retweet
29488,28445,retweet
29489,28445,reply
29490,28445,retweet
29491,28445,retweet
29492,28445,retweet
29493,28445,retweet
29494,28445,retweet
29495,28445,retweet
29496,28445,retweet
29497,28445,retweet
29498,28445,retweet
29499,28445,retweet
29500,28445,retweet
29501,28445,retweet
29502,28446,retweet
29503,28446,retweet
29504,28446,retweet
29505,28446,retweet
29506,28446,reply
29507,28446,retweet
29508,28446,retweet
29509,28446,retweet
29510,28446,retweet
29511,28446,retweet
29512,28446,retweet
29513,28447,message
29514,28447,retweet
29515,28448,retweet
29516,28448,retweet
29517,28448,reply
29518,28449,retweet
29519,28449,retweet
29520,28450,retweet
29521,28450,retweet
29522,28451,reply
29523,28451,reply
29524,28451,reply
29525,28453,reply
29526,28454,retweet
29527,28454,retweet
29528,28454,retweet
29529,28454,retweet
29530,28455,reply
29531,28455,retweet
29532,28455,reply
29533,28455,retweet
29534,28456,reply
29535,28456,reply
29536,28457,retweet
29537,28457,reply
29538,28458,retweet
29539,28459,retweet
29540,28461,retweet
29541,28461,retweet
29542,28461,retweet
29543,28462,reply
29544,28462,retweet
29545,28465,retweet
29546,28465,retweet
29547,28465,reply
29548,28466,message
29549,28467,retweet
29550,28467,reply
29551,28467,retweet
29552,28467,reply
29553,28468,reply
29554,28472,retweet
29555,28473,retweet
29556,28474,retweet
29557,28474,reply
29558,28475,retweet
29559,28476,retweet
29560,28476,reply
29561,28477,reply
29562,28477,retweet
29563,28478,reply
29564,28479,retweet
29565,28480,reply
29566,28480,reply
29567,28481,retweet
29568,28483,retweet
29569,28483,reply
29570,28484,reply
29571,28484,message
29572,28484,reply
29573,28485,retweet
29574,28486,reply
29575,28487,retweet
29576,28487,reply
29577,28488,retweet
29578,28489,reply
29579,28491,reply
29580,28491,reply
29581,28498,retweet
29582,28498,reply
29583,28499,reply
29584,28500,retweet
29585,28501,retweet
29586,28501,reply
29587,28501,reply
29588,28503,message
29589,28504,reply
29590,28504,retweet
29591,28505,retweet
29592,28507,reply
29593,28507,retweet
29594,28511,retweet
29595,28512,retweet
29596,28512,reply
29597,28512,retweet
29598,28513,retweet
29599,28513,reply
29600,28514,retweet
29601,28514,retweet
29602,28515,reply
29603,28516,retweet
29604,28517,retweet
29605,28517,retweet
29606,28518,retweet
29607,28518,retweet
29608,28521,retweet
29609,28523,retweet
29610,28523,retweet
29611,28523,retweet
29612,28524,reply
29613,28524,retweet
29614,28525,retweet
29615,28526,retweet
29616,28526,retweet
29617,28527,reply
29618,28527,retweet
29619,28527,retweet
29620,28528,retweet
29621,28528,retweet
29622,28528,retweet
29623,28529,reply
29624,28530,retweet
29625,28530,retweet
29626,28533,reply
29627,28533,reply
29628,28534,retweet
29629,28535,reply
29630,28536,retweet
29631,28536,reply
29632,28536,reply
29633,28536,retweet
29634,28536,reply
29635,28537,retweet
29636,28537,reply
29637,28538,retweet
29638,28541,retweet
29639,28541,retweet
29640,28541,reply
29641,28541,reply
29642,28543,reply
29643,28543,reply
29644,28544,retweet
29645,28544,reply
29646,28545,retweet
29647,28545,retweet
29648,28545,retweet
29649,28545,retweet
29650,28546,retweet
29651,28547,message
29652,28548,reply
29653,28549,retweet
29654,28550,retweet
29655,28551,retweet
29656,28551,reply
29657,28552,reply
29658,28552,retweet
29659,28554,retweet
29660,28555,reply
29661,28557,retweet
29662,28557,reply
29663,28558,retweet
29664,28559,reply
29665,28560,reply
29666,28562,message
29667,28562,reply
29668,28563,message
29669,28564,retweet
29670,28564,reply
29671,28565,retweet
29672,28569,retweet
29673,28570,reply
29674,28570,retweet
29675,28571,retweet
29676,28572,retweet
29677,28572,reply
29678,28575,retweet
29679,28575,retweet
29680,28577,retweet
29681,28577,retweet
29682,28578,retweet
29683,28579,reply
29684,28579,retweet
29685,28580,retweet
29686,28582,reply
29687,28583,retweet
29688,28585,retweet
29689,28587,retweet
29690,28589,reply
29691,28590,retweet
29692,28590,retweet
29693,28591,reply
29694,28591,retweet
29695,28591,reply
29696,28594,retweet
29697,28595,retweet
29698,28596,reply
29699,28596,retweet
29700,28598,retweet
29701,28599,retweet
29702,28600,retweet
29703,28600,retweet
29704,28600,retweet
29705,28601,retweet
29706,28601,reply
29707,28602,retweet
29708,28602,reply
29709,28604,reply
29710,28606,retweet
29711,28607,reply
29712,28607,reply
29713,28609,retweet
29714,28609,retweet
29715,28610,retweet
29716,28612,retweet
29717,28612,retweet
29718,28613,retweet
29719,28613,retweet
29720,28614,reply
29721,28615,retweet
29722,28616,reply
29723,28617,reply
29724,28620,retweet
29725,28621,reply
29726,28621,reply
29727,28621,retweet
29728,28624,retweet
29729,28625,message
29730,28626,reply
29731,28626,retweet
29732,28628,retweet
29733,28628,reply
29734,28629,retweet
29735,28630,reply
29736,28632,retweet
29737,28633,retweet
29738,28634,reply
29739,28635,reply
29740,28636,reply
29741,28637,retweet
29742,28638,retweet
29743,28638,retweet
29744,28639,retweet
29745,28639,retweet
29746,28640,reply
29747,28640,retweet
29748,28640,retweet
29749,28643,retweet
29750,28645,retweet
29751,28646,retweet
29752,28646,retweet
29753,28647,retweet
29754,28650,retweet
29755,28652,retweet
29756,28652,retweet
29757,28652,reply
29758,28654,retweet
29759,28654,retweet
29760,28654,retweet
29761,28655,retweet
29762,28656,retweet
29763,28656,retweet
29764,28656,reply
29765,28658,reply
29766,28658,retweet
29767,28658,reply
29768,28659,retweet
29769,28660,reply
29770,28661,reply
29771,28661,retweet
29772,28662,retweet
29773,28663,retweet
29774,28663,retweet
29775,28664,reply
29776,28665,retweet
29777,28665,retweet
29778,28667,retweet
29779,28667,reply
29780,28668,retweet
29781,28669,reply
29782,28670,reply
29783,28670,reply
29784,28673,reply
29785,28673,retweet
29786,28674,retweet
29787,28675,retweet
29788,28675,retweet
29789,28676,retweet
29790,28678,retweet
29791,28678,message
29792,28679,retweet
29793,28680,retweet
29794,28681,retweet
29795,28681,reply
29796,28682,retweet
29797,28682,reply
29798,28685,retweet
29799,28686,reply
29800,28687,retweet
29801,28687,message
29802,28687,retweet
29803,28687,reply
29804,28687,retweet
29805,28692,reply
29806,28692,retweet
29807,28692,retweet
29808,28693,message
29809,28693,retweet
29810,28694,retweet
29811,28694,retweet
29812,28695,retweet
29813,28701,retweet
29814,28702,reply
29815,28705,retweet
29816,28705,retweet
29817,28705,reply
29818,28705,message
29819,28706,reply
29820,28707,reply
29821,28708,retweet
29822,28708,retweet
29823,28708,retweet
29824,28709,retweet
29825,28710,retweet
29826,28711,retweet
29827,28711,retweet
29828,28712,reply
29829,28713,reply
29830,28713,retweet
29831,28713,reply
29832,28714,retweet
29833,28714,retweet
29834,28714,retweet
29835,28716,retweet
29836,28717,retweet
29837,28717,reply
29838,28717,retweet
29839,28718,retweet
29840,28719,retweet
29841,28719,reply
29842,28719,reply
29843,28720,retweet
29844,28720,reply
29845,28721,message
29846,28722,reply
29847,28723,message
29848,28724,message
29849,28725,reply
29850,28726,retweet
29851,28726,retweet
29852,28726,message
29853,28726,retweet
29854,28729,retweet
29855,28730,reply
29856,28730,retweet
29857,28730,reply
29858,28732,reply
29859,28733,retweet
29860,28733,reply
29861,28736,reply
29862,28736,retweet
29863,28736,retweet
29864,28737,retweet
29865,28738,reply
29866,28739,reply
29867,28739,reply
29868,28740,retweet
29869,28740,retweet
29870,28740,reply
29871,28741,reply
29872,28742,reply
29873,28743,retweet
29874,28745,reply
29875,28746,retweet
29876,28746,retweet
29877,28746,reply
29878,28747,retweet
29879,28748,retweet
29880,28749,retweet
29881,28750,reply
29882,28750,reply
29883,28753,retweet
29884,28753,retweet
29885,28754,reply
29886,28754,retweet
29887,28755,reply
29888,28755,message
29889,28757,retweet
29890,28758,retweet
29891,28758,reply
29892,28759,reply
29893,28759,retweet
29894,28759,retweet
29895,28760,retweet
29896,28760,retweet
29897,28760,retweet
29898,28760,retweet
29899,28760,reply
29900,28761,retweet
29901,28762,retweet
29902,28763,retweet
29903,28764,reply
29904,28765,retweet
29905,28765,reply
29906,28765,retweet
29907,28765,retweet
29908,28768,reply
29909,28769,retweet
29910,28769,retweet
29911,28771,retweet
29912,28771,reply
29913,28771,reply
29914,28772,reply
29915,28773,reply
29916,28778,retweet
29917,28778,retweet
29918,28778,retweet
29919,28779,reply
29920,28779,message
29921,28780,retweet
29922,28782,reply
29923,28783,retweet
29924,28783,reply
29925,28783,retweet
29926,28783,retweet
29927,28784,reply
29928,28784,reply
29929,28784,retweet
29930,28784,message
29931,28785,reply
29932,28786,retweet
29933,28787,reply
29934,28787,retweet
29935,28788,reply
29936,28788,reply
29937,28789,retweet
29938,28789,retweet
29939,28790,retweet
29940,28791,retweet
29941,28794,retweet
29942,28795,retweet
29943,28796,retweet
29944,28796,retweet
29945,28797,retweet
29946,28797,message
29947,28798,retweet
29948,28799,retweet
29949,28799,retweet
29950,28799,reply
29951,28800,retweet
29952,28800,reply
29953,28800,retweet
29954,28801,reply
29955,28802,retweet
29956,28803,reply
29957,28803,retweet
29958,28804,reply
29959,28806,retweet
29960,28806,retweet
29961,28806,retweet
29962,28806,retweet
29963,28806,retweet
29964,28806,retweet
29965,28806,retweet
29966,28806,retweet
29967,28806,retweet
29968,28806,retweet
29969,28806,retweet
29970,28807,retweet
29971,28807,retweet
29972,28807,retweet
29973,28807,retweet
29974,28807,retweet
29975,28807,retweet
29976,28807,retweet
29977,28807,retweet
29978,28807,retweet
29979,28807,retweet
29980,28807,retweet
29981,28807,retweet
29982,28807,retweet
29983,28807,retweet
29984,28807,retweet
29985,28807,retweet
29986,28807,retweet
29987,28807,retweet
29988,28807,retweet
29989,28807,retweet
29990,28807,retweet
29991,28807,retweet
29992,28807,retweet
29993,28807,retweet
29994,28807,retweet
29995,28807,retweet
29996,28807,retweet
29997,28807,retweet
29998,28807,retweet
29999,28807,retweet
30000,28807,retweet
30001,28807,retweet
30002,28807,retweet
30003,28807,retweet
30004,28808,retweet
30005,28808,retweet
30006,28808,retweet
30007,28808,retweet
30008,28808,retweet
30009,28808,retweet
30010,28808,retweet
30011,28808,reply
30012,28808,retweet
30013,28808,retweet
30014,28808,retweet
30015,28810,retweet
30016,28811,retweet
30017,28812,retweet
30018,28813,retweet
30019,28814,retweet
30020,28814,reply
30021,28814,retweet
30022,28815,retweet
30023,28815,retweet
30024,28816,retweet
30025,28817,retweet
30026,28817,retweet
30027,28818,reply
30028,28819,retweet
30029,28821,retweet
30030,28822,reply
30031,28822,retweet
30032,28823,reply
30033,28823,reply
30034,28824,retweet
30035,28824,retweet
30036,28825,message
30037,28825,retweet
30038,28826,retweet
30039,28826,reply
30040,28827,reply
30041,28828,retweet
30042,28829,retweet
30043,28830,retweet
30044,28831,retweet
30045,28831,reply
30046,28832,retweet
30047,28832,retweet
30048,28832,reply
30049,28832,retweet
30050,28833,retweet
30051,28833,reply
30052,28834,reply
30053,28835,reply
30054,28840,retweet
30055,28840,retweet
30056,28841,retweet
30057,28843,retweet
30058,28843,retweet
30059,28844,retweet
30060,28845,retweet
30061,28846,retweet
30062,28847,retweet
30063,28847,retweet
30064,28847,retweet
30065,28849,retweet
30066,28851,retweet
30067,28852,retweet
30068,28852,message
30069,28855,reply
30070,28856,retweet
30071,28857,retweet
30072,28857,retweet
30073,28858,retweet
30074,28859,message
30075,28859,retweet
30076,28861,reply
30077,28862,retweet
30078,28862,retweet
30079,28863,retweet
30080,28863,retweet
30081,28863,retweet
30082,28864,retweet
30083,28864,retweet
30084,28865,retweet
30085,28865,reply
30086,28865,retweet
30087,28865,retweet
30088,28866,reply
30089,28866,retweet
30090,28866,retweet
30091,28867,reply
30092,28867,reply
30093,28868,reply
30094,28868,reply
30095,28868,retweet
30096,28868,retweet
30097,28870,reply
30098,28871,reply
30099,28872,reply
30100,28872,reply
30101,28872,retweet
30102,28873,reply
30103,28874,reply
30104,28874,reply
30105,28875,retweet
30106,28876,reply
30107,28877,retweet
30108,28877,reply
30109,28881,retweet
30110,28881,retweet
30111,28882,retweet
30112,28882,reply
30113,28883,retweet
30114,28884,reply
30115,28884,reply
30116,28884,retweet
30117,28885,reply
30118,28885,retweet
30119,28887,reply
30120,28887,reply
30121,28888,retweet
30122,28889,retweet
30123,28890,reply
30124,28890,reply
30125,28891,reply
30126,28892,retweet
30127,28892,retweet
30128,28893,retweet
30129,28895,retweet
30130,28896,reply
30131,28897,retweet
30132,28898,reply
30133,28898,reply
30134,28898,retweet
30135,28898,retweet
30136,28900,retweet
30137,28900,retweet
30138,28901,retweet
30139,28903,retweet
30140,28903,reply
30141,28904,reply
30142,28904,reply
30143,28905,reply
30144,28906,reply
30145,28906,retweet
30146,28907,reply
30147,28907,reply
30148,28907,retweet
30149,28910,reply
30150,28911,retweet
30151,28911,retweet
30152,28912,retweet
30153,28912,reply
30154,28913,reply
30155,28913,reply
30156,28914,retweet
30157,28914,retweet
30158,28915,retweet
30159,28915,message
30160,28917,retweet
30161,28917,retweet
30162,28918,reply
30163,28920,reply
